,TEXT
306,　　@deletk2017-05-2917:31:50　　你应该炮轰公务员为什么可以不交社保而领高额的退休金，在这盯着农民的那点残羹冷炙不得不让人怀疑你是我党养的狗　　-----------------------------　　我就是想告诉你们这些傻逼。退休金不是国家的恩赐，是人家在工作时的合法收入，只不过晚领几十年而已，他们领的就是本该属于他们的钱，是基于他们几十年对社保基金贡献的回报。　　如果国家财政允许，每月给老年农民发100000000元，我都不有意见。　　但是不为社保基金贡献，就从社保基金拿退休工资，这个社保基金会立刻崩溃，让所有人无退休金可领，包括数以万计的缴纳多年的农民工。
307,　　顶起来看
308,　　我们那里老人没有。
309,　　那为什么同样是不交，公务员却可以拿到比企业职工更多的养老金呢？
310,　　据外电报道，我们计生专家说每年有大量不上户口的出生人口，但这几年无条件登记出生人口，表示并没有那么多非登记人口，大约多报9千万，现在实际人口12亿8千万。实际少了近亿人口，而切少的是年青人，养老问题更严重，
311,　　农民穷的根本原因是农民的生产效率太低。说什么农业反哺工业那是扯蛋。如果真的放开农业价格。农产品的价格更低。所以这么多年绝对不是农民在养活工人。而是工人在消费着高于国际价格的农产品。在养活农民。不然为什么政府一直不肯放开农产品进口。说什么国家安全。那只是借口。从来没有出现过有钱但是美国确不愿意卖粮食的事
312,　　是的。我父母开始花一万多买的农保，后来又花六万多转的社保，现在每月领退休金一千七百左右。　　
313,　　现在个人所得税缴纳得太狠了，哎。　　养老金也是缴纳得太狠了。　　至于将来能拿多少，自己没有关注过，因为改变不了，听说和我们的付出比较而言就根本等于没什么钱。
314,　　@东_ldd2017-05-2822:18:12　　一直没弄懂过　　—————————————————　　@风过耳畔199楼2017-05-2822:22:00　　社保基金相当于大家凑份子养老，你领的钱是你工作时候几十年投资社保基金的回报。你的退休工资就是你自己的钱，只不过晚领了几十年而已。不是国家给的，不是国家给的，不是国家给的。　　农民领的95元，是国家财政提供的一项福利，名字叫基础养老金，实际上是高龄补助。　　如果国家财政允许，每月发100000元给老年农民都没有问题，福利就是这样的。　　但不能没给社保基金做过贡献的，从这口锅里挖饭吃，吃大锅饭的...　　—————————————————　　@ty_126888028297楼2017-05-2915:20:00　　你要从大的方面看，社保基金也只是一个制度而已，只不过少部分人当年享受到了这个制度，农村却没有这个制度！你当年自己缴纳的钱和现在国家发给你的钱比起来少的多！但是，同为中国人，农民为国家的崛起也做出过巨大贡献，党旗上的镰刀不是白画的！你总是非要拿缴纳或者没有缴纳社保来说事，你这是一个机会主义观！因为现在看来只是少部分投机分子当年抓住了这个机会而已！　　—————————————————　　你是没看懂我的话，同样为国家作出了贡献，你就是觉得你们已经拿到了领退休金的入场券了你就抱着这个讲！！　　
315,　　社会上有些无赖，整天想不劳而获。　　大造舆论，想为自己不缴费，拿取养老金。　　
316,　　@东_ldd2017-05-2822:18:12　　一直没弄懂过　　—————————————————　　@风过耳畔199楼2017-05-2822:22:00　　社保基金相当于大家凑份子养老，你领的钱是你工作时候几十年投资社保基金的回报。你的退休工资就是你自己的钱，只不过晚领了几十年而已。不是国家给的，不是国家给的，不是国家给的。　　农民领的95元，是国家财政提供的一项福利，名字叫基础养老金，实际上是高龄补助。　　如果国家财政允许，每月发100000元给老年农民都没有问题，福利就是这样的。　　但不能没给社保基金做过贡献的，从这口锅里挖饭吃，吃大锅饭的...　　—————————————————　　@ty_126888028298楼2017-05-2915:21:00　　国家现在有这个养老保险政策了，你去看看农村有多少人没有缴纳？我父母亲和他们那一辈的都缴纳了！　　—————————————————　　你不要一算就算这么极端的大帐！一个老农民现在一个月才拿200元不到，你非要一个月给他们发2000那他们岂不是做梦都要笑醒？！不需要这么多，五百块足够了！也并不是说非要从财政中出这笔钱，可以用税务杠杆，或者说设一个“贪官基金”……国家要是想，总归是有办法的！　　
317,　　农民有土地，土地就是养老金。　　
318,　　楼主完全可以不交社保，等老了没退休金，别又怪国家为什么不养你。　　
319,　　我一直都没交。
320,　　我觉得只要是国家的公民就该缴纳社保医保来保证老了后的养老问题但是怎么样去缴纳社保医保要分成不同的方式方法比如有工作单位的可以从每月收入的百分比来缴纳但是农民靠着田土是挣不到几个钱的但是他们同样为国家做出了贡献他们应该缴纳公粮就像以前那样按照田土比例缴纳的公粮就相当于是他们缴纳的社保医保而一旦农民去城市里买了房那么就得放弃农村户口放弃田土迁入城市里成为市民不能同时拥有市民和农民的双重身份公务员事业编也应该缴纳社保医保和企业员工一样
321,　　大家不要吵了，吵了也没用。总之一句话，推算一下，20年后应该没有人种地了，现在70后应该都不种地了，极个别除外。我看到时是个啥状况。
322,　　@寂寞如海110　　-------------------------　　喷子根本不想弄明白社保基金是怎么一回事，领取退休金是怎么一回事，他妈的就会喷，让你爹妈给你条括约肌，控制你的口腔。
323,　　@43154849333楼2017-05-2920:20:00　　大家不要吵了，吵了也没用。总之一句话，推算一下，20年后应该没有人种地了，现在70后应该都不种地了，极个别除外。我看到时是个啥状况。　　—————————————————　　没种过地的人根本体会不到农民的艰辛！他们总以为一个农民过得有多悠闲……　　
324,　　@东_ldd2017-05-2822:18:12　　一直没弄懂过　　—————————————————　　@风过耳畔199楼2017-05-2822:22:00　　社保基金相当于大家凑份子养老，你领的钱是你工作时候几十年投资社保基金的回报。你的退休工资就是你自己的钱，只不过晚领了几十年而已。不是国家给的，不是国家给的，不是国家给的。　　农民领的95元，是国家财政提供的一项福利，名字叫基础养老金，实际上是高龄补助。　　如果国家财政允许，每月发100000元给老年农民都没有问题，福利就是这样的。　　但不能没给社保基金做过贡献的，从这口锅里挖饭吃，吃大锅饭的...　　—————————————————　　@ty_126888028298楼2017-05-2915:21:00　　国家现在有这个养老保险政策了，你去看看农村有多少人没有缴纳？我父母亲和他们那一辈的都缴纳了！　　—————————————————　　@ty_126888028327楼2017-05-2918:45:00　　你不要一算就算这么极端的大帐！一个老农民现在一个月才拿200元不到，你非要一个月给他们发2000那他们岂不是做梦都要笑醒？！不需要这么多，五百块足够了！也并不是说非要从财政中出这笔钱，可以用税务杠杆，或者说设一个“贪官基金”……国家要是想，总归是有办法的！　　—————————————————　　如果你是个官的话，那我想你也只能是个没作为的官员！每个人的看法都是不一样的，你要分辨哪些是可行的合理的！不是别个说什么就是什么，吓得不敢去做！我都反复说了，我主要维护三大改造之前出生的农民的利益，因为他们有过贡献却错过了缴纳养老金的时代！等他们老死后，哪里还有人需要国家的钱？你的眼睛呢？　　
325,　　@东_ldd2017-05-2822:18:12　　一直没弄懂过　　—————————————————　　@风过耳畔199楼2017-05-2822:22:00　　社保基金相当于大家凑份子养老，你领的钱是你工作时候几十年投资社保基金的回报。你的退休工资就是你自己的钱，只不过晚领了几十年而已。不是国家给的，不是国家给的，不是国家给的。　　农民领的95元，是国家财政提供的一项福利，名字叫基础养老金，实际上是高龄补助。　　如果国家财政允许，每月发100000元给老年农民都没有问题，福利就是这样的。　　但不能没给社保基金做过贡献的，从这口锅里挖饭吃，吃大锅饭的...　　—————————————————　　@ty_126888028298楼2017-05-2915:21:00　　国家现在有这个养老保险政策了，你去看看农村有多少人没有缴纳？我父母亲和他们那一辈的都缴纳了！　　—————————————————　　@ty_126888028327楼2017-05-2918:45:00　　你不要一算就算这么极端的大帐！一个老农民现在一个月才拿200元不到，你非要一个月给他们发2000那他们岂不是做梦都要笑醒？！不需要这么多，五百块足够了！也并不是说非要从财政中出这笔钱，可以用税务杠杆，或者说设一个“贪官基金”……国家要是想，总归是有办法的！　　—————————————————　　我问你是从事什么工作，什么家庭背景，家在哪个地域你也不敢说，如果不是从农村走出来的人，他根本想象不到当农民的辛苦！他总以为世界上最辛苦的就是环卫工！他对农民的认识可能就是种田除草，多简单，多闲适！要是这样认识，那就大错特错了！　　
326,　　@dcd00329楼2017-05-2918:53:00　　农民有土地，土地就是养老金。　　—————————————————　　你看问题不具体不仔细，没有人想不劳而获！农民对土地只有耕种生产的权利，没有买卖的权利！关键是现在的老农民根本种不田了，基本失去了生活来源！　　
327,　　楼主农民交公粮算不算　　
328,　　支持楼主　　本人原国家及北京市社保软件系统项目主要负责人之一
329,　　@无锡玩家99321楼2017-05-2918:24:00　　农民穷的根本原因是农民的生产效率太低。说什么农业反哺工业那是扯蛋。如果真的放开农业价格。农产品的价格更低。所以这么多年绝对不是农民在养活工人。而是工人在消费着高于国际价格的农产品。在养活农民。不然为什么政府一直不肯放开农产品进口。说什么国家安全。那只是借口。从来没有出现过有钱但是美国确不愿意卖粮食的事　　—————————————————　　兄弟，你不了解历史　　
330,　　@13587771432340楼2017-05-2921:05:00　　楼主农民交公粮算不算　　—————————————————　　等有一天没有人施舍时，或者接受施舍的人占大多数时，那就重新洗牌，光脚的不怕穿鞋的！为什么中国沿海局势动荡，这么多年了钓鱼岛还是日本的，台湾还是独立的，南海还有菲律宾？就是因为既得利益者们害怕打仗，他们的性命金贵，哪里像我们这些泥腿子，命如草芥！！　　
331,　　@郁郁芊芊2017-05-2514:06:02　　建议取消养老金制度。养儿防老才是最公平的。　　-----------------------------　　@风过耳畔2017-05-2514:09:58　　养老金制度，实际是拿你自己的收入养老。　　比如你正年富力强的时候，把你的一部分收入（公司缴纳的部分也应该计算为你的劳动所得）收集起来，当你不能劳动的时候，作为生活的保障。　　而农民为什么不能拿退休金呢？就是因为没有为社保基金做贡献。　　-----------------------------　　@wenjuan08082017-05-2914:58:21　　国家为啥强制拿我的钱？为啥建立这个养老制度？个人赚钱个人攒钱个人养老，岂不是更公平？　　-----------------------------　　@风过耳畔2017-05-2915:02:04　　国家不仅强制你缴纳社保基金，也强制雇你的企业也要缴纳社保基金。　　个人赚钱攒钱养老并不能保障你养老。　　比如20年前的人均工资是200元，撑天你拿出40元用来投资理财用于养老，你现在每月拿着200元，如何保障你的养老呢？　　-----------------------------　　企业缴纳的社保基金也是企业的人力成本，这个钱本来也是给员工的。　　如果个人攒的钱不够养老，那他们这一代人的多出来的养老金怎么来的？当然，是靠我们年轻这一代缴纳的来维持的。对吧？也就是说国家强迫我们年轻这一代缴纳，国家拿这些钱去养了上一代人。等我们这一代老了，国家又从下一代人那里强收来养我们这一代人。　　这对城市孩子公平啊，孩子缴的给了老子，而对于从农村来到城市的人来说呢？国家强迫收走了他们养父母的钱养了城市的老人，等他们老了再拿他们孩子的钱来养他们。以此类推……问题来了，他们父母怎么办？　　说到底，养老金就是打劫了这一波城市化进程中农村拼出来的人。
332,　　@郁郁芊芊2017-05-2514:06:02　　建议取消养老金制度。养儿防老才是最公平的。　　-----------------------------　　农村的吧？养得起儿吗？
333,　　说白了，就是政府无耻。开始缴纳的时候为什么不说明是65岁退休？而缴纳了2-30年了，眼看可以领取自己缴纳社保的利益时，却又改变延迟成65岁了？说明政府对人民没有信用。　　再则，所有劳动者法律都强制缴纳的社保，缺口却这么越来越大，这些钱仅仅是提供给了社保是缴纳者吗？里面的贪腐都不知道有多少。　　那么多的老龄化人口，每月60、70、80的领取政府福利，他们是否都曾今为国家做出过应有的贡献？如果那些没有做出贡献的人和做出过贡献的人，仅仅因为年龄而得到的福利相同。这样就公平吗？　　所有的企业都认真的完全按照现有的法律给员工缴纳了社保吗？？？
334,　　@郁郁芊芊2017-05-2514:06:02　　建议取消养老金制度。养儿防老才是最公平的。　　-----------------------------　　@风过耳畔2017-05-2514:09:58　　养老金制度，实际是拿你自己的收入养老。　　比如你正年富力强的时候，把你的一部分收入（公司缴纳的部分也应该计算为你的劳动所得）收集起来，当你不能劳动的时候，作为生活的保障。　　而农民为什么不能拿退休金呢？就是因为没有为社保基金做贡献。　　-----------------------------　　@wenjuan08082017-05-2914:58:21　　国家为啥强制拿我的钱？为啥建立这个养老制度？个人赚钱个人攒钱个人养老，岂不是更公平？　　-----------------------------　　@风过耳畔2017-05-2915:02:04　　国家不仅强制你缴纳社保基金，也强制雇你的企业也要缴纳社保基金。　　个人赚钱攒钱养老并不能保障你养老。　　比如20年前的人均工资是200元，撑天你拿出40元用来投资理财用于养老，你现在每月拿着200元，如何保障你的养老呢？　　-----------------------------　　@wenjuan08082017-05-2921:56:37　　企业缴纳的社保基金也是企业的人力成本，这个钱本来也是给员工的。　　如果个人攒的钱不够养老，那他们这一代人的多出来的养老金怎么来的？当然，是靠我们年轻这一代缴纳的来维持的。对吧？也就是说国家强迫我们年轻这一代缴纳，国家拿这些钱去养了上一代人。等我们这一代老了，国家又从下一代人那里强收来养我们这一代人。　　这对城市孩子公平啊，孩子缴的给了老子，而对于从农村来到城市的人来说呢？国家强迫收走了他......　　-----------------------------　　什么时候都有个起点吧。　　你所谓的城里人，绝大多数都是从农村出来的。　　当年，我们的煤矿，在我们村招了许多青年人（现在他们都老了），而许多青年农民不能忍受煤矿的纪律和约束，再加上三年困难时期饥饿，许多人跑回了农村。　　当时我们那儿有一句非常著名的顺口溜：七级工、八级工，不如农民的一沟葱。
335,　　政府对自己制定的盲人摸象的“法律”更本没有完善的执行能力。
336,　　@郁郁芊芊2017-05-2514:06:02　　建议取消养老金制度。养儿防老才是最公平的。　　-----------------------------　　@风过耳畔2017-05-2514:09:58　　养老金制度，实际是拿你自己的收入养老。　　比如你正年富力强的时候，把你的一部分收入（公司缴纳的部分也应该计算为你的劳动所得）收集起来，当你不能劳动的时候，作为生活的保障。　　而农民为什么不能拿退休金呢？就是因为没有为社保基金做贡献。　　-----------------------------　　@wenjuan08082017-05-2914:58:21　　国家为啥强制拿我的钱？为啥建立这个养老制度？个人赚钱个人攒钱个人养老，岂不是更公平？　　-----------------------------　　@风过耳畔2017-05-2915:02:04　　国家不仅强制你缴纳社保基金，也强制雇你的企业也要缴纳社保基金。　　个人赚钱攒钱养老并不能保障你养老。　　比如20年前的人均工资是200元，撑天你拿出40元用来投资理财用于养老，你现在每月拿着200元，如何保障你的养老呢？　　-----------------------------　　@wenjuan08082017-05-2921:56:37　　企业缴纳的社保基金也是企业的人力成本，这个钱本来也是给员工的。　　如果个人攒的钱不够养老，那他们这一代人的多出来的养老金怎么来的？当然，是靠我们年轻这一代缴纳的来维持的。对吧？也就是说国家强迫我们年轻这一代缴纳，国家拿这些钱去养了上一代人。等我们这一代老了，国家又从下一代人那里强收来养我们这一代人。　　这对城市孩子公平啊，孩子缴的给了老子，而对于从农村来到城市的人来说呢？国家强迫收走了他......　　-----------------------------　　这一代的农民工不缴纳社保，还不是重回他们父辈的命运？　　然后再由他们的孩子声嘶力竭地大骂，为什么不给他们的父母发退休金？　　农民工现在缴纳的社保基金，是为他们养老做贡献的。他们终究得有个开始吧，如果他们不参与其中，永远排斥在社保基金的养老范围之内，难道就是对他们公平的？　　何况，这些城市农民缴纳的社保基金，并不是完全给上一代的人发退休金，社保基金需要积累，需要有盈余，是不是农民工也赚了上一辈盈余社保基金的便宜？因为这些盈余通过运作是有收益的。
337,　　这位朋友，我不知道怎么说你好，！!
338,　　@寒冰12252017-05-2922:00:37　　说白了，就是政府无耻。开始缴纳的时候为什么不说明是65岁退休？而缴纳了2-30年了，眼看可以领取自己缴纳社保的利益时，却又改变延迟成65岁了？说明政府对人民没有信用。　　再则，所有劳动者法律都强制缴纳的社保，缺口却这么越来越大，这些钱仅仅是提供给了社保是缴纳者吗？里面的贪腐都不知道有多少。　　那么多的老龄化人口，每月60、70、80的领取政府福利，他们是否都曾今为国家做出过应有的贡献？如果那些没有做出......　　-----------------------------　　王忠民：过去16年全国社保基金年化收益率约在8.4%　　是不是早期缴纳社保基金的人是原始股东，后期缴纳的是不是赚了前期盈余的便宜？
339,　　@linfajun19792017-05-2514:50:48　　社保缺钱，而且注定缺口越来越大。缺口大了，就会饥不择食，对于一次性补交社保费来者不拒，所谓寅吃卯粮。想要拿养老金的人，其实根本不需要缴满十五年，退休前一次性买就可以了。逻辑不变，所以现在如此，以后也是如此。　　-----------------------------　　@简单多一些2017-05-2900:09:41　　就服你　　-----------------------------　　上有政策，下有对策。咱一届屁民，不想着办法钻钻空子，还能过得好吗？哈哈
340,　　什么意思
341,　　粗略的看了一下，不知道楼主要表达什么？好像是说不缴养老保险的也能拿养老金，为此愤愤不平。那你还缴什么养老保险？加入到直接领养老金的队伍里不就行了吗？啊哈哈，有这好事么？
342,　　呵呵呵，工人和农民都是一样的，都是被剥削的最底层的人，争个啥?有钱有权的人最开心的事就是工农相争。
343,　　LZ有没有听说过剪刀差。另外你查一下养老金是从哪一年开始的，你父母凭什么拿养老金。
344,　　@洞庭湖畔唱渔歌2017-05-2514:41:59　　你他娘搞清农民反补工业的历史再说　　-----------------------------　　@风过耳畔2017-05-2514:45:41　　你他娘的，我再问你一个问题。　　养老金的制度是，当年年富力强的时候，工作的人为养老社保基金做贡献，往这个池子投了钱，他们才有资格在退休后拿到养老金。　　如果大家都不用缴纳社保基金，一样可以领到养老金，你以为大家和你一样弱智，还会继续为社保基金贡献？　　没有了大家贡献热情，你这个杂碎上哪儿有钱给大家发养老金？　　-----------------------------　　@rollaswold2017-05-2622:44:38　　楼主不要着急啊。我们是收取间接税的也就是每个人只要买东西就交税了哈。实在不行大家散去自己养活自己很简单啊20年前的几千年前就这样啊有啥复杂的哈？　　-----------------------------　　@风过耳畔2017-05-2710:23:51　　缴税和缴社保基金不是一个概念。　　能弄懂这个基本概念吗？　　-----------------------------　　建国以来，针对农业主要采取了几项措施：一是通过公粮等形式增加对于农业等的剥削，二是人为压低农产品价格、抬高工业品价格对农业和农村进行二次剥削。前一个政策前些年免除农业税等才终结，但实质上大多数农村50、60岁左右的人基本贡献了终生；后一个政策实质上是这两年市场化改革后才告一段落，在此之前，城市人口客观上实际上的确是以较低的价格水平享受了农业的补助。从这个层面上说，农民不是没有贡献，农业是为我国工业服务业积累了原始资本。如果按照市场价格计算，城市居民当初享受到生活本不该到实际那个层次　　
345,　　@洞庭湖畔唱渔歌2017-05-2514:41:59　　你他娘搞清农民反补工业的历史再说　　-----------------------------　　@风过耳畔2017-05-2514:45:41　　你他娘的，我再问你一个问题。　　养老金的制度是，当年年富力强的时候，工作的人为养老社保基金做贡献，往这个池子投了钱，他们才有资格在退休后拿到养老金。　　如果大家都不用缴纳社保基金，一样可以领到养老金，你以为大家和你一样弱智，还会继续为社保基金贡献？　　没有了大家贡献热情，你这个杂碎上哪儿有钱给大家发养老金？　　-----------------------------　　@rollaswold2017-05-2622:44:38　　楼主不要着急啊。我们是收取间接税的也就是每个人只要买东西就交税了哈。实在不行大家散去自己养活自己很简单啊20年前的几千年前就这样啊有啥复杂的哈？　　-----------------------------　　@风过耳畔2017-05-2710:23:51　　缴税和缴社保基金不是一个概念。　　能弄懂这个基本概念吗？　　-----------------------------　　再其次，楼主认为这笔钱实际不该采购社保中支出，但在原农村未市场化、社会计划经济体制下，向政府缴纳的税收公粮及工农产品剪刀差与城市居民的贡献实质进了一个筐-政府调配收入，采取同样的解决方案未尝不可。再说句不好听的话，现在领取养老金的多数人，当初以养老金名义交的钱不一定有多少进入如今的社保。当初国企大改革，大批工人下岗退休，大批养老金并未实质到账，而是记账形式存在，政府对社保，实际是欠账的，这也是中国为何不能作实养老金个人账户原因之一。你所说的交养老金才能领，实践中却存在大量真正钱不到账的情况，这是政府的原因不假，但按你的思路既然钱没到户凭什么支出？　　
346,　　@洞庭湖畔唱渔歌2017-05-2514:41:59　　你他娘搞清农民反补工业的历史再说　　-----------------------------　　@风过耳畔2017-05-2514:45:41　　你他娘的，我再问你一个问题。　　养老金的制度是，当年年富力强的时候，工作的人为养老社保基金做贡献，往这个池子投了钱，他们才有资格在退休后拿到养老金。　　如果大家都不用缴纳社保基金，一样可以领到养老金，你以为大家和你一样弱智，还会继续为社保基金贡献？　　没有了大家贡献热情，你这个杂碎上哪儿有钱给大家发养老金？　　-----------------------------　　@rollaswold2017-05-2622:44:38　　楼主不要着急啊。我们是收取间接税的也就是每个人只要买东西就交税了哈。实在不行大家散去自己养活自己很简单啊20年前的几千年前就这样啊有啥复杂的哈？　　-----------------------------　　@风过耳畔2017-05-2710:23:51　　缴税和缴社保基金不是一个概念。　　能弄懂这个基本概念吗？　　-----------------------------　　再次，我们社保目前收入不足，主要还是前期欠账太多，政府当年答应投入社保、应该投入社保的钱都没到位。忽略这个最主要的问题，反而去寻求这种农民不该领的话题，这就是转移视线。这就如同在车祸现场，不第一时间救人反而站在那里质问为什么当初不开慢点，说好听点叫情商太低，说难听点等同于谋杀，你无论如何解释，都掩盖不了不道德的本质　　
347,　　当年搞了这么多大工程，修三线，各地水库什么的，怎么回事？
348,　　这个楼主是个脑残，真不是个人。
349,　　@达达达邻2017-05-2901:08:56　　你他娘的政府当年从农历手里收粮收钱算不算是交养老金了？这才取消多少年？　　-----------------------------　　@风过耳畔2017-05-2906:34:20　　给这位蠢货普及一点常识，那些人领退休金的，不是国家给的，是他们领自己的钱，只不过是晚领几十年而已，是基于他们几十年对社保基金投资的回报。管理只不过是组织、协调、管理、经营这个社保基金，最根本的这个钱还是归那些缴纳社保基金的人。　　农民缴的公粮相当于地租、缴的农业税，是国家法定义务。　　比如商人还缴税呢，不缴纳社保基金，他们也不能享受社保基金提供的退休金。　　城里人不也给国家做贡献？不缴纳......　　-----------------------------　　我去你吗拉个B。打天下时没说以后农民要给地租？要是一开始你就给农民说清楚，以后打下江山，农民一样种地要交租，你试试？你吗偷人，打下江山了，农民种地就收租了。凭什么？土地是大家打出来，是先先烈用血换来的，是农民的农民父亲用命打下来。农民辛辛苦苦种地养活自己，开垦土地，凭什么给你钱？如果高层觉得收租是对的，那为什么现在又取消了？我曹你吗的祖先。狗杂种
350,　　养老金有类别之分，社保卡能查询到的通常是五个缴费险种，即养老医疗工伤失业生育。但是实际上在社保系统中还有若干个非可见险种，我们通常按数字往后排列，比如十一险十七险等，这些小险种通常针对的是特殊群体，属于非缴费性质纯财政拨款的社保险。再险种制定之初就得先确认好受益人群，资金来源，发放方式等。一般都是补助孤寡老人没养老保险的，以前凭伸分振领取，现在社保卡领取，所以虽然有时候也叫养老金，但是和五险之一的养老保险有本质区别。楼主提到的农村老人90块钱养老金应该就是这个小险种，嫌弃90块钱少，要求和养老险同标准发放，首先小险种和养老险合并是不可能的，资金来源管理方式等都不是一回事，真要把90块钱提高到更高水平，那就只能再补充一个新的小险种，确认资金来源受益人群发放方式等，不过即使如此，要达到养老金标准也是不现实的。另外，还有几条年龄线，在这些年龄线之前参加工作的部分群体即使没有缴纳社保，也可以折算成社保年限，当然，也可以补缴，看个人符合什么条件了。农民可以参加农保，也可以参加社保，年限不够可以补缴，也可以呼吁国家把90块钱的小险种标准提高些。但要达到养老金标准，还是子女帮助补缴社保为好！如果没有子女或者子女没心没力，那么国家小险种也能保障基本生活
351,　　支持楼主的主要观点　　本人是国家及北京市社保软件系统的项目负责人之一
352,　　@情系鄱阳湖2017-05-3005:27:23　　@洞庭湖畔唱渔歌2017-05-2514:48:32　　那你叫个什么　　—————————————————　　@风过耳畔23楼2017-05-2514:49:00　　你这个蠢货连别人的帖子都没看懂？　　有人希望老年农民拿到和缴纳社保基金一样的退休金，这现实吗？这公平吗？　　—————————————————　　实在看不下去了，你这SB楼主！公务猿没交社保之前拿的比工人少吗？没交社保比交社保的退休时比交社保的拿......　　-----------------------------　　这位SB!　　当时的工人、事业单位人员、公务员的退休工资是由国家财政支出的（当时没有社保基金）。　　比如，当时国家应该发给他们150元的工资，（如果有社保基金的话）其中20元是缴纳社保基金以便养老。而国家只给他们发了130元的工资，本来是他们的合法收入20元让国家拿走了，国家用财政为他们养老，这是国家当时历史条件下遗留的义务。　　现在他们也开始缴纳社保基金，也从社保基金里拿退休金，但他们原来没有给社保基金做足够的贡献，按说是不能领取退休金的。国家财政拨款给社保基金，就是还国家财政的旧帐，让这些人有资格领取社保基金，也就是国家财政继续履行其历史义务。
353,　　天丫，怎么不雷劈了楼主丫。:三十年前你们宣传“计划生育好，政府来养老”，我们信了；　　二十年前你们改为“计划生育好，政府帮养老”，我们依然可以接受；　　十年前你们彻底颠覆了过去的承诺，改成了“养老不能靠政府，要求加社保”，我们交钱养老也认了！　　现在我们老了，又说适时推迟养老计划！现在该信谁？谁才可信？中国政府下半年援助欧盟1000亿美金，援助东盟100亿美金，昨天又宣布无偿援助文莱40亿美金，40万人的小文莱相当于每人1万美金。著名经济学家、耶鲁大学陈志武教授一针见血地指出：“中国的钱美国可以用，非洲可以，朝鲜可以，政府可以，官员可以，富二代可以，二奶可以，唯独老百姓不能用”
354,　　@遗忘MiLi2017-05-3006:17:13　　天丫，怎么不雷劈了楼主丫。:三十年前你们宣传“计划生育好，政府来养老”，我们信了；　　二十年前你们改为“计划生育好，政府帮养老”，我们依然可以接受；　　十年前你们彻底颠覆了过去的承诺，改成了“养老不能靠政府，要求加社保”，我们交钱养老也认了！　　现在我们老了，又说适时推迟养老计划！现在该信谁？谁才可信？中国政府下半年援助欧盟1000亿美金，援助东盟100亿美金，昨天又宣布无偿援助文莱40亿美金，40......　　-----------------------------　　孩子，你拿轮子的谣言来说事，就知道你的智商是什么货色。　　第一，我到现在都没有找到，计划生育好，政府来养老，到底是哪家媒体报道的，你能给我找一下链接吗？　　我只找到了轮子PS的几个漏洞百出的报纸头。　　第二、所谓援助欧盟1000亿，援助文莱40亿美元，援助东盟100亿美元，早就有人辟谣了，你还伸脸被人抽，你的精神状态真是牛逼。　　第三，美国每年对外援助是486亿美元，克里说，对外援助符合美国的利益，要加大对外援助。　　西方国家和政府批评中国的对非援助是新的殖民掠夺，称中国正将他们排挤出非洲。　　这位傻屌，你见过给你送钱还需要排挤他人的吗？
355,　　@遗忘MiLi2017-05-3006:17:13　　天丫，怎么不雷劈了楼主丫。:三十年前你们宣传“计划生育好，政府来养老”，我们信了；　　二十年前你们改为“计划生育好，政府帮养老”，我们依然可以接受；　　十年前你们彻底颠覆了过去的承诺，改成了“养老不能靠政府，要求加社保”，我们交钱养老也认了！　　现在我们老了，又说适时推迟养老计划！现在该信谁？谁才可信？中国政府下半年援助欧盟1000亿美金，援助东盟100亿美金，昨天又宣布无偿援助文莱40亿美金，40......　　-----------------------------　　“中国政府昨天又宣布无偿援助文莱40亿美金”的真相　　http://bbs.tianya.cn/post-free-2586863-1.shtml　　辟谣：关于中国近期无偿援助其他国家的种种谣言（无脑者慎入）　　http://bbs.tianya.cn/post-free-2726820-1.shtml　　中国的对外援助给中国带来哪些利益　　http://bbs.tianya.cn/post-no01-505542-1.shtml
356,　　@遗忘MiLi2017-05-3006:17:13　　天丫，怎么不雷劈了楼主丫。:三十年前你们宣传“计划生育好，政府来养老”，我们信了；　　二十年前你们改为“计划生育好，政府帮养老”，我们依然可以接受；　　十年前你们彻底颠覆了过去的承诺，改成了“养老不能靠政府，要求加社保”，我们交钱养老也认了！　　现在我们老了，又说适时推迟养老计划！现在该信谁？谁才可信？中国政府下半年援助欧盟1000亿美金，援助东盟100亿美金，昨天又宣布无偿援助文莱40亿美金，40......　　-----------------------------　　你们这种弱智智商，被人牵到屠宰场还要感激那个屠夫。　　怪不得美国原驻中国大使洪博培，声称为了重新寻回美国的经济力量，要借助你们扳倒中国经济呢。
357,　　@风过耳畔2017-05-2514:12:15　　-----------------------------　　@郁郁芊芊2017-05-2514:18:38　　养老金制度是社会化的养儿防老。实际上是“众小”养“众老”。你现在缴纳的养老保险正在用来给你的父母发退休金。等你退休时如果社会没有足够的年轻人缴纳保险就只能延迟退休。　　人类社会退休和养老金制度的建立与发展只有一百多年的历史，中国养儿防老已经有数千年历史。　　社会养老金制度使人们变得越来越懒，有些人不用受疼受累生养孩子将来也能理直气壮的靠别人孩子缴纳社保金来给自己养老。　　而在养儿防老......　　-----------------------------　　哈哈哈哈，这样可更好了。丁克到时候肯定更有钱。养儿防老啊。谁愿意纳税养别人家小孩儿呢。丁克不纳税就够了。　　该养老的时候红彤彤的老头票。到时候看你儿子是愿意来伺候有钱的丁克，还是蹲家里跟你大眼儿瞪小眼儿饿死。
